user,gender,text
jimmyfallon,0,They didn’t mention he also sang that “cha cha chachacha” song. Versatile. Thank you. It is an honor. And thank you… https://t.co/h4vwBCPtXp
jimmyfallon,0,Thank you all for voting!! https://t.co/W8E360AQPO
jimmyfallon,0,#NAME?
jimmyfallon,0,"The Tonight Show: At Home Edition (Arnold @Schwarzenegger, @colesprouse, and music from @Billy Corgan)… https://t.co/vFxyn7zVbP"
jimmyfallon,0,And maybe a cameo from @johnnybananas.
jimmyfallon,0,All new show TONIGHT!!! @NBC @FallonTonight @Schwarzenegger  @colesprouse @Billy Corgan https://t.co/sJOe4hb8qa
jimmyfallon,0,"The Tonight Show: At Home Edition (@TheRock, @DaveedDiggs, and music from @headandtheheart) https://t.co/J7xDeunqjS https://t.co/FEJuSWB50q"
jimmyfallon,0,Send a video of you and whoever you are quarantined with dancing. Or just you!! https://t.co/3PYqqmxngP
jimmyfallon,0,"The Tonight Show: At Home Edition (@ChrisEvans, Mo Willems, and music from @kanebrown) https://t.co/dLwqNTSVxP https://t.co/zKeyQa5gig"
jimmyfallon,0,Jarret’s Room reunion? Gobi? @MrHoratioSanz you down? #FallonTonight
jimmyfallon,0,@JoeBangles11 I don’t know. Cheddar I guess?
jimmyfallon,0,#NAME?
jimmyfallon,0,#NAME?
jimmyfallon,0,"The Tonight Show: At Home Edition (@DavidSpade, Kathryn Hahn, and music from @thekillers) https://t.co/EpC0WpwZas https://t.co/o7p8pjbmJH"
jimmyfallon,0,".@PanicAtTheDisco, @theroots and I perform “Under Pressure” with At Home Instruments #FallonAtHome #QuaranTune https://t.co/MxBDvlNo6P"
jimmyfallon,0,"The Tonight Show: At Home Edition (@brendonurie, Ethan Hawke, Elle Fanning, and music from @maroon5)… https://t.co/VzhEzuJC6Q"
jimmyfallon,0,"The Tonight Show: At Home Edition (@SethMacFarlane, @davidchang, and music from @ladyantebellum)… https://t.co/VIqQ0mnNZB"
jimmyfallon,0,"I’m going to say hi to everyone I see in the public restroom.
#FirstThingImGoingToDoWhenThisIsOver"
jimmyfallon,0,It's time for Tonight Show: At Home Edition Hashtags! Tell us a weird or funny thing you're going to do when quaran… https://t.co/R3wFKPFBDi
jimmyfallon,0,Just beautiful. Well done. https://t.co/dEaNpV3iXn
jimmyfallon,0,Happy Mother’s Day!!! ❤️❤️❤️Love and respect to all of the moms today. ❤️❤️❤️
jimmyfallon,0,Your Adam Driver needs work. 😁 https://t.co/8qZXvQRkzg
jimmyfallon,0,Well... there ya go!! Baby steps but it’s still a step!! Thanks @ChipotleTweets. https://t.co/qaHwlacJTf
jimmyfallon,0,"The Tonight Show: At Home Edition (@MarkRuffalo, Bill Murray &amp; @GuyFieri, and music from @mirandalambert)… https://t.co/TWeud7qYb1"
jimmyfallon,0,Tonight’s show is packed with soooo much fun it’s almost insane. Already a fun show and then enter Barbra Streisand… https://t.co/GqezhXYO1h
jimmyfallon,0,Thank you to the moms out there working on the frontlines. https://t.co/RURMgXCTxM
jimmyfallon,0,"The Tonight Show: At Home Edition (@IAMQUEENLATIFAH, Pete Davidson &amp; @JuddApatow, and music from @JamesTaylor_com)… https://t.co/Co2FaLIMdO"
jimmyfallon,0,We are honored to be nominated for 4 #Webbys. If you wanna vote for us - now would be the perfect time. Thank you. https://t.co/Fy87NKk4Aa
jimmyfallon,0,"The Tonight Show: At Home Edition (@itsgabrielleu, @NYGovCuomo, and music from @BradPaisley) https://t.co/P3Y37tbyLJ https://t.co/FGwq2sqx1U"
jimmyfallon,0,#ThankYouNurses #NursesDay2020 https://t.co/lZ4wcVE6Lg
jimmyfallon,0,Thank you all for voting!! We need our “boing boing” spring-y 010101 Webby!!!
jimmyfallon,0,@people True. She is everything. Thanks again for a great experience. I’m getting love from a lot of PEOPLE today.
jimmyfallon,0,FalPals unite! @FallonTonight has been nominated for FOUR #Webbys &amp; we need your help!! You can vote for us in all… https://t.co/RvayJAk4VT
jimmyfallon,0,Ohhhhh that was a memory. Long distance photo shoot and all. Thank you @People and everyone there who worked hard a… https://t.co/4ovsGA5kim
jimmyfallon,0,First Look: Nicolas Cage as Tiger King https://t.co/txrD84qWuL
jimmyfallon,0,"The Tonight Show: At Home Edition (@VancityReynolds, @karliekloss, and music from @arzE) https://t.co/FtS3J4hMRI https://t.co/aQGHXv3hel"
jimmyfallon,0,Watch NBC now!!!
jimmyfallon,0,https://t.co/StT02v3X1M
jimmyfallon,0,Sneak peek of Nic Cage’s Tiger King tonite!!!
jimmyfallon,0,"People don't come to see the tigers, they come to see me. 11:35 @FallonTonight https://t.co/iuFubFV4tI"
jimmyfallon,0,"A friend's mom asked, ""Have you seen that Netflix documentary, 'Lion King?'"" #QuarantineMomQuotes"
jimmyfallon,0,"It's time for Tonight Show: At Home Edition Hashtags! In honor of Mother's Day this Sunday, tell us something funny… https://t.co/BYMXsM87Q1"
jimmyfallon,0,Keep Calm and Listen to the Rolling Stones https://t.co/3SVYm7xyRI
jimmyfallon,0,"The Tonight Show: At Home Edition (@aplusk &amp; Mila Kunis, @evanrachelwood, and music from @AnnieLennox)… https://t.co/InAn4une9m"
jimmyfallon,0,"Hello everyone, today is #InternationalFirefightersDay. These men and women are real heroes. Please donate if you c… https://t.co/p5XcgBsDBi"
jimmyfallon,0,"If you get pregnant on Zoom, your “Zoom Baby” Zoom’s through life. But who’s the father? Like lots and lots of sand… https://t.co/GlF2vQifwS"
jimmyfallon,0,"The Tonight Show: At Home Edition (Jon Hamm, @BreneBrown, Will Ferrell, Kristen Wiig, Jake Gyllenhaal and music fro… https://t.co/DsFd4eCkEW"
jimmyfallon,0,You guys are gonna love the show tonight. #FallonTonight ❤️❤️❤️
jimmyfallon,0,3 x https://t.co/pxt0kFBKRg
jimmyfallon,0,Spoiler... https://t.co/DeH7DBndHG
jimmyfallon,0,Chapter 3 to the saga continues. Maybe a few more guest stars.... all new #FallonAtHome tonight!!! #NBC https://t.co/TrsxqGj6Qe
jimmyfallon,0,Haaaaa. I’m in!!! I haven’t sang it in years. See you tonight however. https://t.co/ocKHxJ9oyy
jimmyfallon,0,I’m happy to know my dog can access my iPad through Face ID. (Thanks @DrewBarrymore and @CameronDiaz) https://t.co/x9PdgqhqJj
jimmyfallon,0,One more week!! https://t.co/xSnUwjVq7s
jimmyfallon,0,"The Tonight Show: At Home Edition (Vince Vaughn, @GiGiHadid, and music from @maluma) https://t.co/9JhbsMDxiy https://t.co/t9vA7qsuLu"
jimmyfallon,0,"The Tonight Show: At Home Edition (@shailenewoodley, @maluma, and a brand new song from @thomyorke)… https://t.co/CPF5ZGyWUm"
jimmyfallon,0,I mean... I can’t thank you enough. A BRAND NEW UNHEARD SONG FROM THOM YORKE?!?! #FallonTonight https://t.co/fs0m8S8YOB
jimmyfallon,0,#AskTheFallons Episode 5 https://t.co/fHmyI8WFQP
jimmyfallon,0,"The Tonight Show: At Home Edition (@rickygervais, @theebillyporter, and music from @thelumineers)… https://t.co/86yufBnhA4"
jimmyfallon,0,Well hey that’s a cool thing for us!! Thanks @TheWebbyAwards!!! https://t.co/eWdE890brI
jimmyfallon,0,The Tonight Show: At Home Edition (Kate Hudson and @alessiacara) https://t.co/sDAYbXsp1a https://t.co/0L8K2xuGvy
jimmyfallon,0,Big Little Lysol #QuarantineABook
jimmyfallon,0,"It's time for Tonight Show: At Home Edition Hashtags! Change the title of a book to make it fit with quarantining,… https://t.co/6PhU1G5XQY"
jimmyfallon,0,Mine is Car Wash. first version. https://t.co/lQ8plxGybP
jimmyfallon,0,I had to. Thanks @MarkRonson and @gerardbradford!!! Is Justin Stanley on Twitter? We made it boys!!!… https://t.co/1rFRB1WtS8
jimmyfallon,0,Listen right now for free thru 5/15: https://t.co/q83i64OrSV https://t.co/eRLM0zDSUI
jimmyfallon,0,"The Tonight Show: At Home Edition (@jonasbrothers, @LesterHoltNBC, @charlidamelio, and music from @CHVRCHES)… https://t.co/44NSsEIWfU"
jimmyfallon,0,Got a pet? Then #PetDuet. @charlidamelio and I - @tiktok_us #FallonAtHome #DistanceDance
jimmyfallon,0,Did you know @SIRIUSXM is free until May 15th? Did you know that I’m hosting the @SiriusXMHits1 Weekend Countdown t… https://t.co/vXyc92igY6
jimmyfallon,0,"The Tonight Show: At Home Edition (@AROD, @rhettmc &amp; @LinkNeal, and music from @tonesandimusic)… https://t.co/8Vv06c37Oi"
jimmyfallon,0,We are playing quarantined HOT ONES tonight with @AROD and @seanseaevans!! Why why WHY do I keep doing this to myse… https://t.co/l0EPss84Ze
shakira,1,@isamebarak Y yo a ti!!!😘
shakira,1,"Congratulations to my cousin @IsaMebarak for her new album which is so full of our heritage! 
https://t.co/wpHWY6NtPu"
shakira,1,"Felicidades a mi prima hermana @isamebarak por su nuevo álbum que contiene tanto de nuestra herencia!
 https://t.co/85kjFqYE8f"
shakira,1,"I’ve read your tweets bosses! 
I’m on it! 😘 https://t.co/OVqQ05OGoe"
shakira,1,Just heard that the Waka video has reached 2.5 BILLION views. Incredible. You guys really are amazing. Thank you!… https://t.co/C7yFMWySNx
shakira,1,🤟🤟🤟 https://t.co/ckFv3rdzWw
shakira,1,So much fun to be back on @NBCTheVoice yesterday! #TheVoice https://t.co/gxpxSSubPC
shakira,1,Who’s excited about Shak’s special guest appearance on tonight’s @NBCTheVoice Finale?! ShakHQ #TheVoice https://t.co/2KuF6PGQTe
shakira,1,Felicidades de nuestro equipo @fpiesdescalzos en este #DíaDelMaestro por su inconmensurable esfuerzo!! https://t.co/3gaGyunFHc
shakira,1,"Los maestros son los pilares de la sociedad. 
Con su dedicación construyen cada día un mundo con igualdad de oportu… https://t.co/0jApnWNLni"
shakira,1,Mustered up the strength to put on some makeup for my day job of homeschool teacher #smallvictories https://t.co/nLqTyy8rIM
shakira,1,Check out Shak's performance of Try Everything from Zootopia on last night's #DisneyFamilySingalong on @ABCNetwork!… https://t.co/g1QprwJP4J
shakira,1,https://t.co/wVb9HS2zOl https://t.co/zY1eyOeVRH
shakira,1,Check out the @Disney Family Singalong today on @ABCNetwork (⏰7|6c) where I’ll be performing with my friend Gazelle… https://t.co/EK46EmwxWN
shakira,1,todo nuestro amor y agradecimiento por todo lo que han hecho y continúan haciendo por nosotros!
shakira,1,Happy Mother's Day! En este día de la Madre valoramos más que nunca el valor de un abrazo. A todas las madres que c… https://t.co/nzR8NVjdK3
shakira,1,"En el #throwbackthursday de hoy recordamos esta foto de Shak con el co-protagonista de Zootopia, Nick Wilde! No se… https://t.co/WqSti49hlP"
shakira,1,"#TBT Shak with her Zootopia co-star Nick Wilde! Remember, try everything to tune into @ABCNetwork on Sunday night t… https://t.co/OC8gASy3Mg"
shakira,1,"Multi-tasking, meeting with the CEO of @SonyMusicLatin while dedicating time to personal grooming. 
Haciendo múltip… https://t.co/qENzfqHZK2"
shakira,1,Gazelle is back! #DisneyFamilySingalong. ShakHQ https://t.co/83iRmf9HsC
shakira,1,"@jaimepumarejo Gracias a ustedes y al equipo de Alcaldía por su trabajo, a las manos Barranquilleras que me enorgul… https://t.co/7XCMz3Or0D"
shakira,1,"Gracias al equipo de Alcaldía por ayudarnos a coordinar este esfuerzo, espero que mas sigamos sumando recursos  par… https://t.co/pUyuF9G9YR"
shakira,1,Qué gran talento y carisma!!! ❤️ Me he vuelto una Corituber!!! @juegaterapia https://t.co/pr3hBCmAbu
shakira,1,"These videos are incredible and I’m so honored this song of mine that now is yours, can be so uplifting in a such d… https://t.co/12etKblNOk"
shakira,1,Acabo de graduarme de un curso de filosofía antigua. Ya sé que mis hobbies no son prácticos pero me tomó horas desp… https://t.co/MSG9rxzbjY
shakira,1,I just graduated from my 4 week Ancient Philosophy course with the University of Pennsylvania (@Penn). I know... my… https://t.co/rBBcd16v8L
shakira,1,"Last night we received two gold awards for the El Dorado World Tour film at the @NYFTVFilmAwards, in the categories… https://t.co/spp3ucqhzo"
shakira,1,"Que llegué mandando a todo el mundo? Yooo? Nunca, @alejandrosanz 😛😘😘 #tbt https://t.co/3SGjkwz2tF"
shakira,1,"Wearing a tie dye t-shirt my son Milan made for me! 
Hoy con una camiseta tie dye que me hizo Milan! https://t.co/r7cuuqvAWC"
shakira,1,I think my son Sasha wants to be a photographer! Creo que mi hijo Sasha quiere ser fotógrafo! https://t.co/EmJIgllUYK
shakira,1,Gracias por tu trabajo y tu luz @johnandersonn1! https://t.co/OnNjM9zFNE
shakira,1,#stayhome https://t.co/mqB3hnNwPW
shakira,1,@ieio_2128 @Tyowilin Ánimo a todos mis amigos en México ❤️
shakira,1,El trabajo que estás haciendo nos enorgullece a todos Jesús! Gracias a ti y a tus compañeros! https://t.co/svD8zJ3y0h
shakira,1,Now this is is solidarity. Thank you @cinephileL ! https://t.co/jiRybEwuPv
shakira,1,@Annacardona10 Cuanto lo siento - tu hermano era y sigue siendo un héroe. Pensemos en aquellos como él antes de salir de casa.
shakira,1,Mothers know a thing or two about selflessness. Thank you to your mother for caring for those who need it! https://t.co/3OsSwrlmMa
shakira,1,@jessy_hs Barranquilleros unidos! 🇨🇴❤️
shakira,1,Big thank you to your husband! https://t.co/320SWhneOD
shakira,1,Congratulations and thank you! https://t.co/pJbuKR2OsM
shakira,1,Gracias Sarita y Nerea por su dedicación! https://t.co/ezYGoSPbvz
shakira,1,"It’s World Health Day, so let’s honor those health care workers on the frontlines who are true heroes. 
Tell me you… https://t.co/XtTchO4d97"
shakira,1,"Feliz cumpleaños a mi amada Barranquilla!
Ánimos  en estos tiempos difíciles que estamos enfrentando juntos y graci… https://t.co/dr6XDrbBZk"
shakira,1,So proud of the $10m commitment from @Michael_Rapino and my partners at @LiveNation to establish a global relief fu… https://t.co/nSkOIIjatK
shakira,1,"Conociendo la situación de padres con niños pequeños en este difícil periodo de cuarentena, empatizo con aquellos q… https://t.co/mC9JsjcTAj"
shakira,1,Just a benign ancient philosophy course at @Penn to make the confinement productive. I have to be able to think abo… https://t.co/JeDNoILMe1
shakira,1,"So proud of the positive efforts of companies in these difficult times, like my partners at Puig, who’ve turned ove… https://t.co/PA9UAG3WDI"
shakira,1,"#GlobalEffort #QuédateEnCasa #StayHome
https://t.co/hGPRPGT4PS https://t.co/CSMsYkp9Ci"
shakira,1,"o se propague COVID-19 en nuestra ciudad y proteger a nuestros ancianos, enfermos, y a todos los Barranquilleros desde ya. #QuédateEnCasa"
shakira,1,Gracias al alcalde Pumarejo por tomar medidas de seguridad en Barranquilla con anterioridad como ha debido hacerse… https://t.co/xKzJ4ZAVcr
shakira,1,Love how talented my fans are! Here’s a beautiful #MeGustaVideo illustration by @giljuniorreal! 💛 https://t.co/vZZCBcrN8L
shakira,1,"“A la carte!” Hungry anyone? Le apetece a alguien?
#MeGustaVideo https://t.co/CGvMNhM7kR https://t.co/maOaXiL3xa"
shakira,1,"We’ve seen progress, but there’s so much more to do. Let's stand together and tear down all barriers girls face aro… https://t.co/1O77HzGIS9"
shakira,1,Through my work with @UNICEF I’ve seen the power of education and how it gives children the tools they need to brea… https://t.co/EWFdnAOGql
shakira,1,"Two women I admire are @MichelleObama and @Malala, thank you for standing up and setting examples for women around… https://t.co/atAgox2fex"
shakira,1,"Wow, the #MeGustaVideo has had 3.2m views in 24 hours! Thanks guys. 
Here’s a photo of Shak &amp; @Anuel_2bleA from the… https://t.co/n4PxE9wZ7y"
shakira,1,"Wow! El #MeGustaVideo ya tiene 3.2 millones de reproducciones en 24h! Muchas gracias! 
Les compartimos una foto del… https://t.co/CMlm31xRgr"
ddlovato,1,"Demi accepted the #ALLin challenge nomination &amp; is flying in a fan to come hang with her in the studio in LA! 💗 

E… https://t.co/CEemyO4Bka"
ddlovato,1,#Demi4Fabletics 💖😝💋 https://t.co/PpT2rLfdPB https://t.co/NxZcGWNgJ1
ddlovato,1,"Listen to the new podcast episode of 'In Bed with @Nick_Offerman &amp; @MeganMullally' that features Demi! 💚 
https://t.co/VtQIJjb6s6"
ddlovato,1,"#DearClassof2020 🎓 Join Demi on June 6th for the graduate #withme livestream event on @YouTube!

Share your name an… https://t.co/ndLcV7kMBy"
ddlovato,1,You can spin the wheel on Postmates right now... there’s prizes! 🥳👀 https://t.co/TDqFkCde1v
ddlovato,1,"#ILoveMe Merch 💗
https://t.co/NCZ9A8Nyal https://t.co/0nESnY42oI"
ddlovato,1,"$5 for every item sold will provide crucial gear to frontline workers, pledging up to $125,000 now through June 30… https://t.co/rRukqqQ4aF"
ddlovato,1,#Demi4Fabletics 💖💋 https://t.co/Xm58c8Pth7 https://t.co/LshR7BiTVB
ddlovato,1,Demi x @emonitela takeover 🖤🤘🏼 Listen to the new playlist: https://t.co/b8o9touHhr https://t.co/WJwfowTIcN
ddlovato,1,👀💖 https://t.co/5fD81G88Ms
ddlovato,1,"Now we're posting #ILoveMe lyrics with @travisbarker 
💻💖 https://t.co/6ZcIe5ehu4 https://t.co/wEQbChNES9 https://t.co/fJn0STJnZd"
ddlovato,1,"Listen to Demi's new @Spotify playlist and check out what she's been listening to at home! #ListeningTogether

💚… https://t.co/cUgvNSIiis"
ddlovato,1,"#ILoveMe (emo version) ft. @travisbarker is out now!
🖤 https://t.co/adMdNGsWUh https://t.co/gF2tMz2bpf"
ddlovato,1,"#ILoveMe feat. @travisbarker 🖤🤘🏼
Out tomorrow night! https://t.co/R83q5IORNe"
ddlovato,1,"$5 for every item sold will provide crucial gear to frontline workers, pledging up to $125,000 now through June 30… https://t.co/NMM9ZgIlLq"
ddlovato,1,"#Demi4Fabletics 💗💚

https://t.co/Sakkz8cmpD https://t.co/XeLuJAOsHC"
ddlovato,1,"During the #ILoveMe video shoot, @CEEK captured an exclusive interview with Demi and behind the scenes footage 👀💗… https://t.co/diaqIKu1BB"
ddlovato,1,"Demi joined @steveo for a new episode of his podcast, Wild Ride! 🚗🔥

Watch it here: https://t.co/YJlENmeowP https://t.co/I4jtSiOZAE"
ddlovato,1,"#ILoveMe Tik Tok compilation video 👯‍♀️💗👯‍♂️
https://t.co/zeIfEfwldW https://t.co/AvjpK2vlE6"
ddlovato,1,"$5 for every item sold will provide crucial gear to frontline workers, pledging up to $125,000 now through June 30… https://t.co/am9zOc28w9"
ddlovato,1,"Feel invincible and strong with #Demi4Fabletics! 
https://t.co/W4fnnJhy8J https://t.co/TtwatH9P5O"
ddlovato,1,"#ILoveMe 
💗 https://t.co/PK6Wd55h28

#ImReady
🌈 https://t.co/VHrw6vNyz9 https://t.co/QKYRR0Dyvz"
ddlovato,1,"Demi made an @amazonmusic playlist with @samsmith! 

🗣Alexa, play the Sam and Demi At Home playlist on @AmazonMusic… https://t.co/pODNQPHy5O"
ddlovato,1,Demi &amp; @samsmith have taken over the cover for Today's Top Hits playlist and #ImReady has landed at #1! Listen on… https://t.co/NM1xDN7Bn9
ddlovato,1,"#ImReady lyric video
@samsmith 
https://t.co/sprkvCnAGr https://t.co/y1v8p3zK81"
ddlovato,1,Demi has launched the #TheMentalHealthFund to support organizations who are meeting the increased demand in crisis… https://t.co/V0CxzUVA6w
ddlovato,1,"#IMREADY out now with @samsmith 💗 
https://t.co/VHrw6vNyz9 https://t.co/Hev8cJPWcz"
ddlovato,1,#IMREADY music video out now with @samsmith: https://t.co/7DWv3LniDd
ddlovato,1,Join the #ImReady livestream with Demi &amp; Sam now: https://t.co/TQkiEwOoLY https://t.co/VhDfVCbi7x
ddlovato,1,"#IMREADY  
Join the live chat at 3:45pm PT / 11:45pm BST: https://t.co/TQkiEwOoLY https://t.co/dO1pUJ87Gs"
ddlovato,1,"#ImReady
#TeamDemi 
#TeamSam
#SamAndDemi https://t.co/TZSvUD1wJ0"
ddlovato,1,"Tune in tonight to #DisneyFamilySingalong at 8|7c on @ABCNetwork to see Demi perform ""A Dream is a Wish Your Heart… https://t.co/7FCNskc4ba"
ddlovato,1,Tomorrow → Join Demi &amp; @samsmith for an #ImReady @youtubemusic livestream at 3:45pm PT / 6:45pm ET / 11.45pm BST… https://t.co/5uyYSpOHYf
ddlovato,1,"#ImReady music video with @samsmith will premiere THIS THURSDAY at 4pm PT / 7pm ET / 12am BST!

Set a reminder:… https://t.co/huHMlQFI7e"
ddlovato,1,"🧡 @harpersbazaarus 
https://t.co/EPnOfJyaDp https://t.co/41y5NP8m8x"
ddlovato,1,"#ImReady April 17 
@samsmith
https://t.co/hEA5NV4Pt8 https://t.co/gWr9X3WwQg"
ddlovato,1,"I'm Ready with @samsmith out April 17th!
🥇 https://t.co/hEA5NV4Pt8 https://t.co/XEx2njSLCL"
ddlovato,1,Tomorrow 👀 https://t.co/7SJ5brOUyz
ddlovato,1,@samsmith I’M READY
ddlovato,1,@samsmith https://t.co/Lcw7X4Gm5v
ddlovato,1,"#ILoveMe Remix 🖤
https://t.co/82jpSTds6l https://t.co/aw2jOU6rPn"
ddlovato,1,Listen to #ILoveMe on @iheartradio ❤️ https://t.co/U7SohTIC3H https://t.co/Av2odv1g7c
ddlovato,1,"💗👏💗👏
#WorldHealthDay https://t.co/nIt2myyQs2"
ddlovato,1,"Listen to the new #ILoveMe playlist to make you feel your best self! Built by Lovatics ❤️

https://t.co/LffSv9md84"
ddlovato,1,"$5 for every item sold will provide crucial gear to frontline workers, pledging up to $125,000 now through June 30… https://t.co/x5uuNbhpfU"
ddlovato,1,"Empower your workout with #Demi4Fabletics!
https://t.co/m6ATHwjyEi https://t.co/oXpXfR7ekc"
ddlovato,1,"$5 for every item sold will provide crucial gear to frontline workers, pledging up to $125,000 now through June 30… https://t.co/sD5gO2ul3m"
ddlovato,1,The #Demi4Fabletics limited-edition capsule is here! https://t.co/FL1eXsFzyY https://t.co/Ha3NWfgztV
ddlovato,1,"#FallonAtHome ❤️ @FallonTonight 
https://t.co/NyiNGlyN1T https://t.co/bqPDt2e3Kq"
ddlovato,1,A note from Demi regarding #Demi4Fabletics https://t.co/ZFg9l7weIc
britneyspears,1,Number ONE 😱 ??!!? Thank you @RollingStone …. what an honor 💋💋💋 !!!!!! https://t.co/GnFH7Mqxjn
britneyspears,1,Hey @NASA ….. I received your gift. I know it’s been 20 years since we met on Mars and I just wanted to say ….. aww… https://t.co/2k6q6G2aq6
britneyspears,1,20 years since the Oops! 😳 album …. the anticipation and the butterflies 🦋🦋🦋 I felt before it came out were crazy …… https://t.co/h8cd2dZulJ
britneyspears,1,Smiling for my haters 🌹🌹🌹 https://t.co/VFmbSOfPUK
britneyspears,1,You asked for a new Glory cover and since it went to number one we had to make it happen !!!! Couldn’t have done it… https://t.co/9bbdbUK6Eh
britneyspears,1,Happy B day mamma !!!! Dear God we’ve shared the best laughs known to mankind ... I don’t care I will say it .... I… https://t.co/c3B4COzwa4
britneyspears,1,I’m having the best day ever .... THANK YOU ☀️☀️☀️☀️ !!!!!! https://t.co/Ws8vaiRmw0
britneyspears,1,Enough said 😜🧼🧼🌸🌸🌸🌸 and thank you to all of the healthcare workers tirelessly working to keep us safe during this t… https://t.co/nAdwJIJbjW
britneyspears,1,Oops!…how did 20 years go by so fast 😅😅🙄 ?! I can’t believe it. I remember that red suit was so freaking hot … but… https://t.co/mQA6J8jPDP
britneyspears,1,Happy Birthday @MariahCarey !! You are one of the main reasons I started singing ... your Butterfly 🦋 album never g… https://t.co/8t5u75xuf2
britneyspears,1,🌹☕️ 🌹 https://t.co/4eFVgvB3Qo
britneyspears,1,"Listen to the new @y2k2y and @_AlexanderLewis remix of #Toxic, released today in celebration of the opening of… https://t.co/miui5WokY7"
britneyspears,1,Coming soon !!!! 😜😜😜 I can’t wait to see all of the pics you guys take at @britneythezone .... it’s going to be so… https://t.co/Hz4lxTSTvH
britneyspears,1,OMG this looks so cool !!! I can’t wait to see it ⏱⏱⏱🌸🌸🌸 https://t.co/ZGcBp2OJ1J https://t.co/tTjyo27sKw
britneyspears,1,The flowers outside my bookstore 🌸 https://t.co/MXKwFXndjc
britneyspears,1,"My daddy loves Mitch, @MonsterEnergy, and @NASCAR… and we both can’t wait to see this movie.  Congrats to everyone… https://t.co/01aQjIxWaW"
britneyspears,1,🎩 photo credit: @francesiacuzzi https://t.co/7sYqcr3wKc
britneyspears,1,"Can you believe that this album was released 20 years ago today?! I can’t. It’s been the journey of a lifetime, but… https://t.co/YIbQqycPP6"
britneyspears,1,"I appreciate your prayers and support for my family during this time. Thank you, and love you all… always."
britneyspears,1,I had to make the difficult decision to put my full focus and energy on my family at this time. I hope you all can… https://t.co/4s8hs2KYNr
britneyspears,1,"However, it’s important to always put your family first… and that’s the decision I had to make. A couple of months… https://t.co/ZxXHLvUHJH"
britneyspears,1,"I don’t even know where to start with this, because this is so tough for me to say. I will not be performing my new… https://t.co/x6ZgG1vRNA"
britneyspears,1,@thebrooklyncat Can’t wait to see you in Vegas!!!!
britneyspears,1,See you in Vegas!!! 🎂💕 https://t.co/7q6HxBFBnO
britneyspears,1,@arielura Happy early birthday! Can't wait to celebrate with you 🎂
britneyspears,1,@Kerrionce See you all in Vegas ❤️
britneyspears,1,Awwww this is so sweet! Can't wait to see you all in Vegas! https://t.co/fK8MUEq6Y7
britneyspears,1,I hope everyone has a very very merry Christmas today. Celebrate and be grateful for all the good things you have i… https://t.co/mJnhOI4WJ3
britneyspears,1,Choose your own identity and desires #MyPrerogative https://t.co/pKN5mQw4qN
britneyspears,1,"This is one of the most exquisite things I’ve ever seen!!!
🎨: Sister Golden Shop https://t.co/LXF7e1GaHd"
britneyspears,1,https://t.co/5zI7HAn8Mw
britneyspears,1,Excited to get back on stage in Vegas ✨ #BritneyDomination https://t.co/Cv729NvOeg
britneyspears,1,💋💋💋 https://t.co/4LgskN8AcE
britneyspears,1,🌹🌹🌹 https://t.co/Sw7nXTB63G
britneyspears,1,Love wearing my favorite 3D @SOPHIAWEBSTER shoes during the holidays! 🎄👠🎄 https://t.co/K5AJXT0yg5
britneyspears,1,https://t.co/m0eYvSSrD4
